Customer_ID,Total_Spend,Avg_Order,Spend_Std,Max_Order,Total_Qty,Avg_Qty,Max_Qty,Lifespan,Product_Diversity,Txn_Count,Avg_Daily_Spend,Spend_Volatility,Is_Anomaly,Anomaly_Score,Risk_Score
12346.0,27964.5,847.4090909090909,672.7773760518949,3375.0,70,2.121212121212121,10,196,5,33,141.9517766497462,0.7929869956143417,0,-0.3522073940204416,0.5407020132287818
12347.0,45864.75,1146.61875,443.33301277521184,2868.75,509,12.725,25,0,5,40,45864.75,0.3863068748007226,0,-0.3520812279277307,0.9498246736406
12348.0,16662.0,833.1,340.88057794637206,1305.0,373,18.65,24,0,5,20,16662.0,0.4086807072849443,0,-0.3479796117319413,0.9295433072630668
12349.0,200335.5,1964.0735294117649,2493.8054717491564,18750.0,993,9.735294117647058,48,182,5,102,1094.729508196721,1.2690647115355858,0,-0.3874178451641698,0.7494567796692985
12351.0,22569.75,1074.75,301.10375080692705,1755.0,261,12.428571428571429,25,0,5,21,22569.75,0.2799012324489213,0,-0.3424632774780674,0.7390660572077925
12352.0,25785.0,1432.5,498.69277646073607,2250.0,188,10.444444444444445,24,17,5,18,1432.5,0.3478847411654943,0,-0.3375558769339642,0.8377182804459802
12353.0,23832.0,1191.6,595.6387681349016,2970.0,192,9.6,12,0,5,20,23832.0,0.4994455543643314,0,-0.3355811201000688,0.869714975306373
12355.0,36615.75,1664.3522727272727,1112.6337550922942,4455.0,303,13.772727272727272,48,0,5,22,36615.75,0.6681071466460269,0,-0.3450188435720667,0.8665889366756188
12356.0,267168.75,3180.5803571428573,5018.141991657352,31837.5,1826,21.73809523809524,96,44,5,84,5937.083333333333,1.577248231493287,0,-0.482392523767355,0.7497405011762144
12357.0,905999.25,5490.904545454546,7413.76495543153,63750.0,3879,23.509090909090908,96,0,5,165,905999.25,1.349944248679202,1,-0.6396381059658429,0.5610014729019093
12358.0,203925.75,3515.961206896552,5365.638011597036,22275.0,831,14.327586206896552,60,356,5,58,571.2205882352941,1.525646060887831,0,-0.4637132300954638,0.6725473872129821
12359.0,192252.0,1643.179487179487,1168.8186052361957,7492.5,1130,9.658119658119658,200,309,5,117,620.1677419354838,0.7108826100496176,0,-0.3918826874735461,0.8209617644721996
12360.0,119312.25,1355.8210227272727,1334.7177926938057,9000.0,1294,14.704545454545457,120,276,5,88,430.7301444043321,0.98370954631213,0,-0.3694586925406009,0.5364030930544006
12361.0,24101.25,1268.4868421052631,299.7182064698,2475.0,144,7.578947368421052,20,220,5,19,109.0554298642534,0.2360939842218136,0,-0.3583145533918258,0.7776754058258144
