Customer_ID,Recency,Total_Spend,Avg_Order_Value,Spend_Std,Frequency,Total_Quantity,Avg_Quantity,Product_Diversity,Customer_Lifespan,Purchase_Rate,Cluster,Feature_1,Feature_2
12346.0,165,27964.5,847.4090909090909,672.7773760518949,33,70,2.121212121212121,5,196,0.1675126903553299,4,0.47046469292470994,-0.056158279618294435
12347.0,40,45864.75,1146.61875,443.33301277521184,40,509,12.725,5,0,40.0,4,-0.7149242782202317,0.4505205464307685
12348.0,74,16662.0,833.1,340.88057794637206,20,373,18.65,5,0,20.0,4,0.020997260847487598,-2.240844063475972
12349.0,43,200335.5,1964.0735294117649,2493.8054717491564,102,993,9.735294117647058,5,182,0.5573770491803278,4,-0.1585293055181716,0.2125400105439121
12351.0,11,22569.75,1074.75,301.10375080692705,21,261,12.428571428571429,5,0,21.0,4,-1.4963107340231894,0.8999427175535076
12352.0,11,25785.0,1432.5,498.69277646073607,18,188,10.444444444444445,5,17,1.0,4,1.324578826605411,-1.288537476281562
12353.0,44,23832.0,1191.6,595.6387681349016,20,192,9.6,5,0,20.0,4,0.7981202558133872,1.3679452249448996
12355.0,203,36615.75,1664.3522727272727,1112.6337550922942,22,303,13.772727272727272,5,0,22.0,4,1.6220482154751041,-0.790653715293064
12356.0,16,267168.75,3180.5803571428573,5018.141991657352,84,1826,21.73809523809524,5,44,1.8666666666666667,4,0.9558957736120236,0.3563609161014786
12357.0,24,905999.25,5490.904545454546,7413.76495543153,165,3879,23.509090909090908,5,0,165.0,-1,-1.1471505921979248,-0.46966295441334716
12358.0,11,203925.75,3515.961206896552,5365.638011597036,58,831,14.327586206896552,5,356,0.1624649859943977,4,0.24184655729971508,-0.9537090262095782
12359.0,61,192252.0,1643.179487179487,1168.8186052361957,117,1130,9.658119658119658,5,309,0.3774193548387097,4,0.2917783708982829,-0.5395306964511709
12360.0,15,119312.25,1355.8210227272727,1334.7177926938057,88,1294,14.704545454545457,5,276,0.3176895306859206,4,-0.5253752972829918,-0.24852721166427624
12361.0,98,24101.25,1268.4868421052631,299.7182064698,19,144,7.578947368421052,5,220,0.085972850678733,4,0.5415884680643153,0.8349120110165832
12362.0,374,9750.0,9750.0,0.0,1,1,1.0,1,0,1.0,0,0.5441279364381258,-2.247983160720861
12366.0,269,37518.0,12506.0,585.4331729582806,3,296,98.66666666666669,2,0,3.0,1,-2.30247352555602,0.634738106995185
12368.0,264,68827.5,3823.75,2195.3860792044543,18,330,18.33333333333333,5,0,18.0,4,0.5633441299762099,1.104581185016393
12369.0,49,134336.25,1444.475806451613,1841.167441869614,93,1241,13.344086021505376,5,228,0.4061135371179039,4,-0.6796579535863637,-0.3557460017823205
12370.0,260,58096.5,1659.9,1857.973253582896,35,252,7.2,5,44,0.7777777777777778,4,1.1495520908743468,0.524716311225509
12371.0,45,163456.5,1571.6971153846157,1803.5397098595145,104,845,8.125,5,236,0.4388185654008439,4,-0.3695892423660789,1.5105600192373119
12373.0,260,57228.75,1546.722972972973,1242.757013972171,37,319,8.621621621621621,5,49,0.74,4,-0.004272634271385221,-0.2516057877206821
12374.0,57,168471.75,3369.435,2289.332648733277,50,1020,20.4,5,167,0.2976190476190476,4,0.1363323727738083,-0.5665150329252258
12376.0,25,37736.25,2902.788461538461,2322.6088821045114,13,240,18.46153846153846,4,28,0.4482758620689655,3,-0.3709513348914548,0.4168586671614858
12377.0,17,134865.0,1798.2,1123.8347343516016,75,1161,15.48,5,208,0.3588516746411483,4,-0.5611092265947477,1.7701853013132927
12378.0,198,105577.5,1287.530487804878,554.0369082145672,82,787,9.597560975609756,5,0,82.0,4,-0.6270143884184434,1.317440354554528
12379.0,58,57598.5,1404.841463414634,596.1045151546873,41,408,9.951219512195122,5,112,0.3628318584070796,4,-0.7561534013596921,0.83445149808851
12380.0,101,521361.75,3013.651734104046,8738.095869600778,173,2228,12.878612716763003,5,197,0.8737373737373737,4,-0.017921710831151027,0.438727717392032
12385.0,15,145380.0,2236.6153846153848,2589.08290316226,65,612,9.415384615384616,5,0,65.0,4,-1.3494192428519245,2.1540509356555733
12387.0,51,10795.5,1199.5,580.0686381800001,9,134,14.88888888888889,5,0,9.0,4,-0.22884783117846064,0.9689579931692716
12388.0,81,84033.75,1826.820652173913,1251.524152631329,46,539,11.717391304347826,5,137,0.3333333333333333,4,0.08686041702815059,0.2292994653924469
12389.0,38,107499.75,2193.872448979592,2334.80588566938,49,614,12.53061224489796,5,253,0.1929133858267716,4,-1.0305575000954812,-0.33297190063057214
12391.0,100,173439.75,958.2306629834254,1244.9708225213783,181,920,5.082872928176796,5,198,0.9095477386934674,4,0.9295194734656456,-0.04722630008755059
12392.0,227,17606.25,2515.178571428572,1927.9920508690611,7,73,10.428571428571429,3,0,7.0,2,-0.052782370738146976,0.08685117133012624
12393.0,18,61263.75,1424.7383720930231,726.6339632361257,43,495,11.511627906976743,5,46,0.9148936170212766,4,0.8903947106305855,1.584250592378459
12395.0,42,127690.5,1484.7732558139537,901.0920144860074,86,1087,12.63953488372093,5,196,0.4365482233502538,4,-0.33315237647827217,-1.6653786628022318
12396.0,310,69857.25,1074.7269230769232,264.070435247179,65,591,9.092307692307692,5,0,65.0,4,-0.3822832823045104,1.4014005003379637
12399.0,21,64023.75,1255.3676470588234,592.1186438395206,51,1020,20.0,5,259,0.1961538461538461,4,-0.5103490286851697,-0.015680982966399987
12400.0,50,15393.75,1399.4318181818182,387.1221398168331,11,91,8.272727272727273,4,0,11.0,3,1.963038765115201,-1.6626121106481224
12402.0,28,77347.5,1310.9745762711864,378.872324888778,59,490,8.305084745762711,5,278,0.2114695340501792,4,-1.6156875533092552,0.16672024902118487
12403.0,157,44374.5,11093.625,8383.796190419946,4,164,41.0,3,0,4.0,-1,-0.6149326901920198,-0.3523887212263217
12404.0,318,4743.0,4743.0,0.0,1,1,1.0,1,0,1.0,0,-0.3858297670871164,-0.6521644522522385
12406.0,35,223129.5,3657.8606557377047,3309.9867007929547,61,1598,26.19672131147541,5,298,0.2040133779264214,4,0.6150813415164631,0.34422506010118503
12408.0,21,108916.5,2016.9722222222224,2078.573736367253,54,820,15.185185185185183,5,113,0.4736842105263157,4,-0.3108714415900986,-0.16010737658119234
12409.0,56,925996.5,5974.170967741936,3403.4593571218425,155,7592,48.980645161290326,5,145,1.0616438356164384,-1,-1.2260383389920881,0.03853851314225763
12410.0,138,24028.5,1716.321428571429,1335.0792342828147,14,130,9.285714285714286,5,0,14.0,4,-0.43386705903875167,-0.892658169919086
